"TOA5","ESOLMET-CR1000","CR1000","23644","CR1000.Std.16","CPU:2021-05-21-ESOLMET-CR1000.CR1","25840","Tabla_diez_min"
"TIMESTAMP","RECORD","Batt_Volt_Min","I_glo_Avg","I_dir_Avg","I_dif_Avg","AirTC_Avg","AirTC_Max","AirTC_Min","AirTC_Std","RH_Avg","RH_Max","RH_Min","RH_Std","WS_ms_Avg","WS_ms_Max","WS_ms_Min","WS_ms_Std","WindDir","CS106_PB_Avg","Rain_mm_Tot"
"TS","RN","Volts","W/m2","W/m2","W/m2","°C","°C","°C","°C","%","%","%","%","m/s","m/s","m/s","m/s","grados","mbar","mm"
"","","Min","Avg","Avg","Avg","Avg","Max","Min","Std","Avg","Max","Min","Std","Avg","Max","Min","Std","Smp","Avg","Tot"
"2022-02-05 17:10:00",37476,13.14,281,638.5,53.05,28.07,28.27,27.89,0.075,29.8,30.59,28.99,0.32,1.796,3.95,0,0.954,37.08,876.2836,0
"2022-02-05 17:20:00",37477,13.07,240.1,611.1,47.04,28.17,28.48,27.79,0.126,29.39,29.84,28.89,0.161,1.022,2.45,0,0.71,45.86,876.5208,0
"2022-02-05 17:30:00",37478,12.99,206.2,584.5,42.84,27.69,27.93,27.42,0.132,30.01,30.69,29.47,0.284,1.356,3.95,0,0.935,100.1,876.3225,0
"2022-02-05 17:40:00",37479,12.95,169.3,545,38.23,27.64,27.86,27.42,0.085,30.25,30.87,29.54,0.26,1.274,3.2,0,0.661,82.7,876.2535,0
"2022-02-05 17:50:00",37480,12.91,130.9,483.3,33.1,27.73,28,27.49,0.127,30.07,30.83,29.47,0.242,1.702,3.2,0,0.61,92.2,876.4322,0
"2022-02-05 18:00:00",37481,12.89,93.1,403.3,27.45,27.66,27.93,27.45,0.118,30,30.39,29.6,0.172,1.304,2.45,0,0.689,83.5,876.5947,0
"2022-02-05 18:10:00",37482,12.88,56.63,285.4,20.53,27.47,27.9,26.88,0.298,30.23,31,29.5,0.362,1.116,2.45,0,0.677,69.13,876.5266,0
"2022-02-05 18:20:00",37483,12.88,15.62,11.75,11.73,26.45,26.95,26.06,0.24,31.4,31.89,30.8,0.29,1.305,2.45,0,0.413,86.2,876.6957,0
"2022-02-05 18:30:00",37484,12.87,6.468,1.216,4.457,25.97,26.19,25.79,0.095,32.09,32.47,31.65,0.184,1.033,1.7,0,0.439,88.3,876.4243,0
"2022-02-05 18:40:00",37485,12.86,0.502,0,0.107,25.69,25.96,25.45,0.109,33.15,33.63,32.4,0.338,0.469,1.7,0,0.495,88.7,876.7158,0
"2022-02-05 18:50:00",37486,12.86,0,0.004,0,25.4,25.59,25.22,0.078,33.69,33.97,33.42,0.088,0.64,1.7,0,0.489,90.2,876.7961,0
"2022-02-05 19:00:00",37487,12.85,0,0.001,0,25.22,25.42,24.95,0.091,34.56,35.85,33.53,0.547,0.18,0.95,0,0.373,9.48,877.0062,0
"2022-02-05 19:10:00",37488,12.84,0,0.001,0,24.72,25.08,24.47,0.131,37.24,38.44,35.71,0.674,0.379,1.7,0,0.47,342.8,876.7668,0
"2022-02-05 19:20:00",37489,12.84,0,0.001,0,24.49,24.74,24.2,0.102,37.62,38.57,36.43,0.387,0.295,1.7,0,0.445,345.1,876.9254,0
"2022-02-05 19:30:00",37490,12.84,0,0.012,0,23.93,24.33,23.55,0.194,38.87,40.79,37.41,0.573,1.608,2.45,0.95,0.379,342.4,876.8425,0
"2022-02-05 19:40:00",37491,12.83,0,0.004,0,23.04,23.58,22.56,0.266,41.5,42.73,39.59,0.748,2.241,3.2,1.7,0.36,337.3,877.0467,0
"2022-02-05 19:50:00",37492,12.82,0,0,0,22.32,22.73,21.95,0.183,43.2,44.4,41.98,0.609,2.163,3.2,0.95,0.444,341.3,877.1644,0
"2022-02-05 20:00:00",37493,12.82,0,0.003,0,21.94,22.12,21.78,0.056,44.03,44.64,43.11,0.345,1.958,3.2,0,0.44,347.2,877.4721,0
"2022-02-05 20:10:00",37494,12.82,0,0.003,0,21.78,22.09,21.24,0.226,44.16,45.97,42.83,0.781,2.026,3.2,0.95,0.497,349.6,877.4586,0
"2022-02-05 20:20:00",37495,12.81,0,0.003,0,21.28,21.41,21.13,0.049,45.49,45.87,45.08,0.129,2.346,3.2,0.95,0.488,0.169,877.5212,0
"2022-02-05 20:30:00",37496,12.81,0,0.022,0,21.47,21.65,21.24,0.078,45.24,45.56,44.95,0.134,2.571,3.95,0.95,0.487,317.9,877.6857,0
"2022-02-05 20:40:00",37497,12.81,0,0.031,0,21.47,21.65,21.31,0.054,45.61,46.04,45.05,0.209,2.94,4.7,0.95,0.527,330.6,877.6536,0
"2022-02-05 20:50:00",37498,12.8,0,0.045,0,21.57,21.75,21.37,0.081,45.12,45.9,44.54,0.35,2.768,4.7,0,0.735,331.7,877.6774,0
"2022-02-05 21:00:00",37499,12.8,0,0.003,0,21.57,21.78,21.37,0.079,44.81,45.46,44.3,0.23,1.861,3.2,0,0.53,330.5,877.801,0
"2022-02-05 21:10:00",37500,12.8,0,0.009,0,21.34,21.54,21.17,0.084,45.14,45.53,44.74,0.161,2.258,3.2,0,0.517,340.6,877.8334,0
"2022-02-05 21:20:00",37501,12.79,0,0.005,0,21.16,21.37,21,0.072,45.47,45.97,45.05,0.174,1.94,3.2,0.95,0.483,347.1,877.915,0
"2022-02-05 21:30:00",37502,12.79,0,0.005,0,21.04,21.2,20.79,0.063,45.78,46.24,45.29,0.163,1.74,3.95,0,0.587,351.3,878.0132,0
"2022-02-05 21:40:00",37503,12.79,0,0.002,0,20.99,21.17,20.83,0.067,45.53,46.48,45.02,0.354,0.627,1.7,0,0.559,354.5,877.9233,0
"2022-02-05 21:50:00",37504,12.79,0,0.007,0,21,21.2,20.83,0.071,46.37,47.4,45.08,0.678,0.452,2.45,0,0.645,138.3,878.1433,0
"2022-02-05 22:00:00",37505,12.78,0,0.001,0,20.81,20.96,20.56,0.077,47.96,48.7,47.3,0.331,0.146,1.7,0,0.352,339.7,877.907,0
"2022-02-05 22:10:00",37506,12.78,0,0.081,0,20.67,21.07,20.39,0.174,47.98,48.83,47.03,0.605,0.726,1.7,0,0.556,335.9,878.2102,0
"2022-02-05 22:20:00",37507,12.78,0,0.358,0,20.95,21.13,20.76,0.074,47.29,47.95,46.79,0.251,1.773,2.45,0.95,0.291,337,878.2988,0
"2022-02-05 22:30:00",37508,12.77,0,0.146,0,20.9,21.13,20.62,0.109,47.65,48.42,47.03,0.295,1.655,2.45,0,0.542,319,878.0546,0
"2022-02-05 22:40:00",37509,12.76,0,0.064,0,20.83,21.03,20.56,0.079,47.18,48.01,46.28,0.477,2.193,3.2,1.7,0.403,329.9,878.2416,0
"2022-02-05 22:50:00",37510,12.76,0,0.004,0,20.47,21.07,19.91,0.385,48.01,49.96,46.31,1.213,2.211,3.2,0.95,0.444,335.2,877.9971,0
"2022-02-05 23:00:00",37511,12.76,0,0,0,19.92,20.08,19.81,0.051,49.61,50.13,49.17,0.154,2.2,3.2,0.95,0.502,341.3,878.177,0
"2022-02-05 23:10:00",37512,12.75,0,0.074,0,19.89,20.15,19.67,0.105,50.03,50.84,49.34,0.342,2.119,3.2,0.95,0.509,333.2,878.2833,0
"2022-02-05 23:20:00",37513,12.75,0,0.056,0,19.98,20.21,19.6,0.152,49.97,51.29,49.21,0.561,2.133,3.2,0.95,0.487,345.5,878.291,0
"2022-02-05 23:30:00",37514,12.75,0,0.062,0,19.58,20.25,19.26,0.208,51.16,52.17,48.7,0.873,1.419,3.2,0,0.704,327.1,878.3401,0
"2022-02-05 23:40:00",37515,12.75,0,0.293,0,20.53,20.86,20.15,0.112,47.65,48.76,46.65,0.56,1.873,3.2,0.95,0.511,332.4,878.3815,0
"2022-02-05 23:50:00",37516,12.74,0,0.021,0,20.11,20.62,19.46,0.352,48.75,50.47,46.86,1.234,1.745,2.45,0.95,0.424,342,878.4057,0
"2022-02-06 00:00:00",37517,12.74,0,0.047,0,19.62,19.94,19.36,0.167,49.99,50.98,48.42,0.741,1.958,2.45,0.95,0.386,341.4,878.3395,0
"2022-02-06 00:10:00",37518,12.73,0,0.016,0,19.69,19.98,19.33,0.161,50.55,51.9,49.17,0.712,1.315,2.45,0,0.508,1.5,878.014,0
"2022-02-06 00:20:00",37519,12.73,0,0.001,0,19.48,19.81,19.02,0.204,51.77,53.57,50.3,0.909,0.9,2.45,0,0.686,2.468,878.2012,0
"2022-02-06 00:30:00",37520,12.73,0,0.006,0,19.3,19.53,18.85,0.159,52.65,54.59,51.49,0.939,1.269,2.45,0,0.451,353.2,878.2901,0
"2022-02-06 00:40:00",37521,12.72,0,0.176,0,19.03,19.5,18.68,0.188,52.81,54.52,50.95,1.051,2.218,3.2,0.95,0.416,333.2,877.9567,0
"2022-02-06 00:50:00",37522,12.72,0,0.204,0,19.55,19.74,19.33,0.078,50.82,51.76,50.33,0.3,1.893,2.45,0.95,0.378,333.9,877.9393,0
"2022-02-06 01:00:00",37523,12.71,0,0.119,0,19.48,19.81,19.06,0.207,51.06,52.65,49.89,0.858,2.369,3.2,0.95,0.433,339.6,878.176,0
"2022-02-06 01:10:00",37524,12.71,0,0.004,0,18.93,19.23,18.61,0.178,53.24,54.22,52.1,0.701,2.57,3.2,1.7,0.393,334.2,877.9807,0
"2022-02-06 01:20:00",37525,12.71,0,0.08,0,18.84,19.33,18.61,0.18,53.87,54.52,52.75,0.433,1.801,3.2,0,0.522,13.4,878.0137,0
"2022-02-06 01:30:00",37526,12.7,0,0.286,0,19.74,20.08,19.23,0.214,51.78,52.92,51.01,0.497,1.556,3.95,0,0.871,324.7,877.8249,0
"2022-02-06 01:40:00",37527,12.7,0,0.026,0,19.56,19.84,19.4,0.075,52.51,52.96,51.7,0.223,1.275,2.45,0,0.765,330.1,878.0779,0
"2022-02-06 01:50:00",37528,12.7,0,0.009,0,19.28,19.6,19.09,0.107,53.28,53.77,52.45,0.297,1.793,2.45,0.95,0.383,341.3,877.9648,0
"2022-02-06 02:00:00",37529,12.69,0,0.009,0,19.17,19.36,18.99,0.082,53.46,53.98,52.99,0.223,1.966,2.45,0.95,0.372,341.1,877.947,0
"2022-02-06 02:10:00",37530,12.69,0,0,0,18.89,19.09,18.75,0.082,54.33,54.76,53.64,0.277,0.81,2.45,0,0.651,68.28,878.1439,0
"2022-02-06 02:20:00",37531,12.69,0,0.077,0,18.97,19.29,18.75,0.111,54.05,54.8,52.96,0.468,0.614,2.45,0,0.709,4.379,877.8582,0
"2022-02-06 02:30:00",37532,12.68,0,0.335,0,19.24,19.36,19.12,0.047,52.77,53.3,52.38,0.259,1.861,3.2,0,0.485,326.2,877.89,0
"2022-02-06 02:40:00",37533,12.68,0,0.225,0,19.3,19.5,19.09,0.085,52.41,53.06,51.83,0.293,2.161,3.2,0.95,0.433,334.3,877.8585,0
"2022-02-06 02:50:00",37534,12.68,0,0.002,0,18.66,19.19,18.14,0.289,54.36,56.02,52.55,0.945,2.045,3.2,0.95,0.441,333.4,878.004,0
"2022-02-06 03:00:00",37535,12.68,0,0.001,0,18.07,18.27,17.9,0.08,55.91,56.43,55.24,0.318,2.201,3.2,0.95,0.405,348.7,877.7596,0
"2022-02-06 03:10:00",37536,12.67,0,0,0,17.96,18.24,17.76,0.103,56.44,57.25,55.51,0.434,1.814,2.45,0.95,0.381,349.9,877.8007,0
"2022-02-06 03:20:00",37537,12.66,0,0.035,0,18.03,18.37,17.69,0.151,56.13,57.52,54.83,0.749,1.565,3.2,0,0.468,0.145,877.8735,0
"2022-02-06 03:30:00",37538,12.66,0,0.119,0,18.3,18.51,18.07,0.086,54.89,55.65,54.11,0.391,1.684,3.2,0,0.498,0.194,877.6371,0
"2022-02-06 03:40:00",37539,12.66,0,0.001,0,18.07,18.27,17.86,0.095,55.64,56.3,55,0.311,1.463,2.45,0,0.452,352.8,877.8497,0
"2022-02-06 03:50:00",37540,12.66,0,0.001,0,17.85,18.03,17.66,0.082,56.19,56.64,55.85,0.17,1.283,2.45,0,0.678,336.1,877.8906,0
"2022-02-06 04:00:00",37541,12.65,0,0.067,0,17.63,17.83,17.35,0.109,56.85,58.34,55.96,0.646,1.562,3.2,0,0.709,343.3,877.7839,0
"2022-02-06 04:10:00",37542,12.65,0,0.108,0,17.8,17.97,17.56,0.062,55.74,56.33,55.27,0.192,1.854,2.45,0.95,0.351,338.3,877.6785,0
"2022-02-06 04:20:00",37543,12.64,0,0.026,0,17.66,17.83,17.49,0.061,56.06,56.74,55.72,0.24,2.039,2.45,0.95,0.388,337.5,877.6771,0
"2022-02-06 04:30:00",37544,12.64,0,0.025,0,17.52,17.69,17.32,0.077,56.46,57.35,55.96,0.285,2.526,3.2,1.7,0.427,338.1,877.6774,0
"2022-02-06 04:40:00",37545,12.64,0,0.001,0,17.26,17.42,17.08,0.064,57.42,57.9,57.01,0.231,1.76,3.2,0,0.673,9.19,877.5063,0
"2022-02-06 04:50:00",37546,12.64,0,0.001,0,17.15,17.29,17.01,0.052,57.81,58.17,57.32,0.185,1.239,2.45,0,0.473,341.5,877.8254,0
"2022-02-06 05:00:00",37547,12.63,0,0.079,0,17.33,17.49,17.08,0.078,56.94,57.73,56.43,0.291,1.562,2.45,0,0.493,335.1,877.833,0
"2022-02-06 05:10:00",37548,12.63,0,0.316,0,17.43,17.66,17.19,0.103,56.39,57.32,55.51,0.443,2.475,3.2,0.95,0.382,334.7,877.8,0
"2022-02-06 05:20:00",37549,12.62,0,0.267,0,17.74,17.93,17.52,0.079,55.17,55.75,54.63,0.288,2.203,3.2,0.95,0.395,330.1,877.894,0
"2022-02-06 05:30:00",37550,12.62,0,0.067,0,17.76,17.97,17.52,0.082,55.08,55.89,54.53,0.326,2.06,2.45,1.7,0.375,1.984,878.0375,0
"2022-02-06 05:40:00",37551,12.62,0,0.001,0,17.31,17.87,16.94,0.25,57.1,58.24,55.11,0.963,0.943,2.45,0,0.605,354,878.228,0
"2022-02-06 05:50:00",37552,12.61,0,0.004,0,16.91,17.15,16.67,0.099,58.3,58.99,57.18,0.44,1.245,1.7,0,0.402,325.4,878.1691,0
"2022-02-06 06:00:00",37553,12.61,0,0.022,0,17.09,17.25,16.91,0.056,57.56,58.17,56.98,0.254,1.55,2.45,0.95,0.344,331.6,878.5317,0
"2022-02-06 06:10:00",37554,12.6,0,0.093,0,17.04,17.25,16.78,0.11,57.71,58.72,56.81,0.468,1.831,2.45,0.95,0.328,327.7,878.5367,0
"2022-02-06 06:20:00",37555,12.6,0,0.052,0,17.04,17.25,16.84,0.081,57.69,58.58,57.09,0.401,1.656,2.45,0,0.43,337.8,878.6971,0
"2022-02-06 06:30:00",37556,12.6,0,0.024,0,16.98,17.15,16.74,0.084,57.89,58.55,57.12,0.322,1.968,2.45,0.95,0.375,331.8,878.3777,0
"2022-02-06 06:40:00",37557,12.59,0,0,0,16.56,16.91,16.23,0.154,59.71,61.11,58.24,0.706,2.081,2.45,0.95,0.418,335.3,878.3901,0
"2022-02-06 06:50:00",37558,12.59,0,0.053,0,16.31,16.54,16.1,0.089,60.6,61.52,59.81,0.392,2.339,3.2,0.95,0.408,338.6,878.5578,0
"2022-02-06 07:00:00",37559,12.58,0,0.203,0,16.5,16.78,16.2,0.106,59.78,60.9,58.93,0.442,2.358,3.2,0.95,0.353,341.3,878.9074,0
"2022-02-06 07:10:00",37560,12.58,0.698,0.002,0.223,16.26,16.75,15.93,0.207,61.04,62.37,58.99,0.827,1.949,2.45,0.95,0.4,346.8,878.8528,0
"2022-02-06 07:20:00",37561,12.58,6.057,0.127,4.469,15.83,16.07,15.69,0.073,62.9,63.5,62.13,0.3,1.626,2.45,0.95,0.379,334.1,878.8326,0
"2022-02-06 07:30:00",37562,12.58,19.97,70.46,13.3,15.82,15.96,15.69,0.051,62.93,63.43,62.47,0.205,1.965,2.45,0.95,0.384,342.7,878.7929,0
"2022-02-06 07:40:00",37563,12.63,46.85,233.9,22.73,15.74,16.03,15.55,0.083,63.53,64.59,62.17,0.491,2.031,3.2,0.95,0.431,341.3,878.8734,0
"2022-02-06 07:50:00",37564,12.93,76.89,341.1,31,16.41,16.75,15.93,0.179,60.78,62.24,59.78,0.583,1.739,2.45,0.95,0.308,325.2,878.9011,0
"2022-02-06 08:00:00",37565,13.2,108.9,403.4,38.14,16.98,17.22,16.64,0.166,59,60.16,58.14,0.541,1.879,2.45,0.95,0.361,333.6,879.2141,0
"2022-02-06 08:10:00",37566,13.34,142.2,452.3,43.95,17.24,17.63,16.98,0.116,58.64,59.2,57.35,0.365,1.489,3.2,0,0.578,354.4,879.3514,0
"2022-02-06 08:20:00",37567,13.43,178.4,502.3,49.89,18.33,19.02,17.52,0.409,54.92,57.42,53.43,1.159,1.064,3.95,0,0.813,67.55,879.1138,0
"2022-02-06 08:30:00",37568,13.44,219.8,560.1,54.89,19.35,19.67,18.92,0.145,52.83,53.74,51.66,0.346,0.512,2.45,0,0.626,13.52,879.176,0
"2022-02-06 08:40:00",37569,13.41,262.9,610.6,59.76,19.78,20.11,19.47,0.176,51.3,52.27,49.62,0.648,0.98,3.2,0,0.915,342.4,879.5513,0
"2022-02-06 08:50:00",37570,13.39,302.6,645.2,64.13,20.24,20.86,19.84,0.318,49.45,50.71,47.95,0.778,0.584,2.45,0,0.714,291.5,879.3627,0
"2022-02-06 09:00:00",37571,13.37,338.1,671.7,66.99,21.26,21.82,20.73,0.196,47.1,48.49,45.8,0.544,0.025,0.95,0,0.153,136.4,879.5269,0
"2022-02-06 09:10:00",37572,13.35,375.4,695.1,70.06,22.09,22.36,21.71,0.14,44.84,45.83,43.52,0.629,0.934,2.45,0,0.591,152.9,879.7637,0
"2022-02-06 09:20:00",37573,13.34,413.4,712.6,74.38,21.94,22.12,21.75,0.07,44.4,45.32,42.97,0.545,1.511,2.45,0,0.654,155.3,879.8336,0
"2022-02-06 09:30:00",37574,13.33,452.3,735,78.57,21.75,22.12,21.4,0.171,44.41,45.19,43.18,0.385,1.732,3.95,0,0.711,197.4,879.9307,0
"2022-02-06 09:40:00",37575,13.32,487,746.3,81.7,22.09,22.32,21.81,0.093,43.51,45.12,42.39,0.585,1.848,3.95,0,0.638,152,879.9564,0
"2022-02-06 09:50:00",37576,13.31,520.5,752.4,85.8,22.1,22.73,21.74,0.221,43.57,44.3,41.98,0.387,2.081,3.95,0,0.818,162.1,879.9558,0
"2022-02-06 10:00:00",37577,13.3,557.3,766.5,90,22.3,22.63,21.67,0.254,43.14,44.81,41.71,0.681,2.095,3.95,0,0.817,218.9,880.0615,0
"2022-02-06 10:10:00",37578,13.3,596.4,786.1,92.7,22.02,22.87,21.44,0.383,43.38,45.86,40.52,1.723,2.181,3.95,0,1.049,92.6,880.0781,0
"2022-02-06 10:20:00",37579,13.3,626.9,796.2,94.7,22.81,23.31,22.43,0.224,40.92,41.88,39.46,0.566,1.567,3.95,0,0.838,114.4,880.1226,0
"2022-02-06 10:30:00",37580,13.28,655.4,801,98.4,23.37,23.62,23.14,0.086,40.1,40.82,39.49,0.339,1.517,3.95,0,0.941,107.6,880.3264,0
"2022-02-06 10:40:00",37581,13.28,687.5,812,101.5,23.63,23.93,23.24,0.159,39.79,40.55,38.74,0.35,1.331,3.2,0,0.807,266.8,880.0494,0
"2022-02-06 10:50:00",37582,13.27,714,821,102.5,23.81,24.26,22.8,0.398,39.78,42.29,38.37,0.849,1.589,3.95,0,1.099,190.5,879.9465,0
"2022-02-06 11:00:00",37583,13.27,735.4,819,105.7,22.54,22.97,22.22,0.171,42.65,43.72,41.16,0.544,1.751,3.95,0,0.864,224.7,879.8429,0
"2022-02-06 11:10:00",37584,13.26,755.2,816,111.2,23.55,24.06,22.63,0.361,40.97,42.9,39.7,0.817,1.125,3.2,0,0.886,185.9,879.8504,0
"2022-02-06 11:20:00",37585,13.25,787.2,838,109.6,24.02,24.81,23.21,0.463,40.29,42.73,38.06,1.178,1.857,4.7,0,0.991,154,879.5812,0
"2022-02-06 11:30:00",37586,13.25,808,845,109.4,24.02,24.4,23.58,0.194,39.92,41.06,38.95,0.583,1.874,3.95,0,0.875,61.55,879.4304,0
"2022-02-06 11:40:00",37587,13.24,818,846,109.5,24.87,25.48,24.19,0.344,38.13,39.8,36.52,0.852,0.906,2.45,0,0.74,203,879.486,0
"2022-02-06 11:50:00",37588,13.23,835,852,109.2,25.1,25.55,24.43,0.343,38.08,39.86,36.9,0.876,1.161,3.95,0,0.827,129.8,879.1847,0
"2022-02-06 12:00:00",37589,13.22,849,853,110.1,25.55,25.92,25.14,0.202,37.53,38.67,36.42,0.525,2.086,4.7,0,1.034,75.11,878.7719,0
"2022-02-06 12:10:00",37590,13.22,861,860,109.1,25.28,25.79,24.76,0.25,38.1,39.55,36.73,0.617,1.667,3.95,0,0.947,75.27,878.4407,0
"2022-02-06 12:20:00",37591,13.21,875,871,107.6,25.53,25.82,25.21,0.145,37.51,38.87,36.39,0.512,1.627,5.45,0,1.135,212.5,878.5723,0
"2022-02-06 12:30:00",37592,13.2,881,872,108.2,25.84,26.09,25.48,0.113,37.08,38.36,35.91,0.49,1.96,4.7,0,1.099,235,878.166,0
"2022-02-06 12:40:00",37593,13.19,886,874,107.3,25.41,26.09,25.14,0.241,37.82,38.8,36.01,0.561,1.187,3.95,0,0.906,302.3,878.2428,0
"2022-02-06 12:50:00",37594,13.19,885,873,107,25.66,26.33,25.14,0.351,37.75,39.14,36.31,0.639,1.743,4.7,0,0.981,10.13,877.8631,0
"2022-02-06 13:00:00",37595,13.18,891,879,108,26.69,27.04,26.23,0.17,36.03,36.96,35.12,0.419,1.82,3.95,0,0.732,62.28,877.4009,0
"2022-02-06 13:10:00",37596,13.18,886,877,109.4,27.08,27.59,26.7,0.228,34.72,35.77,33.21,0.626,1.591,3.95,0,0.95,127.7,877.558,0
"2022-02-06 13:20:00",37597,13.18,882,871,111.7,27.02,27.28,26.74,0.119,34.66,36.08,33.59,0.463,1.456,4.7,0,0.827,110,877.3373,0
"2022-02-06 13:30:00",37598,13.17,879,856,120.7,26.59,26.91,26.02,0.258,35.76,37.47,34.61,0.746,3.185,6.95,0,1.276,142.8,877.0911,0
"2022-02-06 13:40:00",37599,13.17,859,838,124.4,26.68,27.62,25.92,0.571,35.51,37.1,33.66,1.144,1.281,3.95,0,0.949,81.9,876.8472,0
"2022-02-06 13:50:00",37600,13.17,854,836,127.4,26.74,27.62,26.16,0.396,35.15,36.83,33.25,0.873,2.007,4.7,0,0.948,89.4,876.4332,0
"2022-02-06 14:00:00",37601,13.17,840,823,132.3,27.33,27.72,26.81,0.239,33.96,35.4,32.98,0.657,1.456,3.2,0,0.778,124.3,876.3785,0
"2022-02-06 14:10:00",37602,13.17,776.9,712.2,156.1,26.57,27.69,25.92,0.564,35.48,37.03,33.32,1.039,2.582,5.45,0,1.235,185.9,876.3315,0
"2022-02-06 14:20:00",37603,13.17,687.3,577.6,171.7,27.16,27.72,26.09,0.427,34.53,36.52,33.15,0.908,1.889,3.95,0,0.986,65.06,875.9918,0
"2022-02-06 14:30:00",37604,13.16,778.7,696.7,190.8,27.98,28.54,27.32,0.38,32.88,34.51,31.68,0.605,1.055,3.95,0,0.976,133.2,875.8853,0
"2022-02-06 14:40:00",37605,13.15,744.9,659,196,28.38,28.81,28,0.194,32,33.15,30.97,0.448,1.71,3.95,0,1.111,68.55,875.612,0
"2022-02-06 14:50:00",37606,13.15,704.4,499.3,247.3,27.89,28.23,27.48,0.198,32.58,33.21,31.99,0.305,1.394,3.95,0,0.842,109.1,875.5631,0
"2022-02-06 15:00:00",37607,13.15,581.1,372.4,220.6,28.3,28.64,27.83,0.18,31.95,32.98,30.83,0.454,1.411,4.7,0,0.987,40.3,875.3278,0
"2022-02-06 15:10:00",37608,13.13,296.4,102.3,158.4,27.55,27.86,27.08,0.157,32.85,33.38,32.09,0.254,1.377,3.2,0,0.757,101.1,875.3345,0
"2022-02-06 15:20:00",37609,13.15,662.4,713.6,138.2,27.89,28.4,27.08,0.36,32.42,33.38,31.58,0.42,1.251,3.2,0,0.928,102.1,875.1717,0
"2022-02-06 15:30:00",37610,13.15,637.1,728.3,128.9,28.28,28.61,27.96,0.148,31.74,32.36,30.69,0.377,1.488,3.2,0,0.705,47.36,874.8611,0
"2022-02-06 15:40:00",37611,13.14,617.2,721.5,133.2,28.04,28.37,27.76,0.138,30.88,31.72,30.22,0.285,1.774,3.95,0,0.78,67.19,874.728,0
"2022-02-06 15:50:00",37612,13.14,580.6,710.2,127.6,28.75,29.73,27.79,0.658,30.02,31.03,28.96,0.681,0.395,2.45,0,0.536,134.6,874.5325,0
"2022-02-06 16:00:00",37613,13.13,541.9,708,111.3,29.67,29.87,29.43,0.085,28.85,29.3,28.34,0.169,1.029,3.2,0,0.801,106.4,874.5319,0
"2022-02-06 16:10:00",37614,13.13,508.2,695.9,107.1,30.24,31.06,29.7,0.447,28.15,29.16,26.95,0.638,0.66,2.45,0,0.706,81,874.3851,0
"2022-02-06 16:20:00",37615,13.02,373.5,481.3,96.2,29.35,30.82,28.61,0.563,29.23,30.39,27.25,0.743,1.937,3.95,0,0.937,28.15,874.3364,0
"2022-02-06 16:30:00",37616,13.13,434.8,645.8,99.6,29.35,29.73,28.95,0.172,28.71,29.94,27.08,0.769,1.631,4.7,0,1.028,207,874.1897,0
"2022-02-06 16:40:00",37617,13.13,409.7,646,96.1,29.43,29.66,29.15,0.103,27.86,28.31,27.42,0.182,1.371,3.95,0,0.856,183.6,874.2468,0
"2022-02-06 16:50:00",37618,13.13,364.3,616.4,89,28.56,29.29,28.27,0.216,29.15,30.01,27.9,0.491,1.966,3.95,0,0.679,136.8,874.4739,0
"2022-02-06 17:00:00",37619,13.14,318,595.8,76.42,29.11,29.56,28.44,0.332,28.04,29.57,26.47,0.836,1.191,3.2,0,0.848,119.2,874.2305,0
"2022-02-06 17:10:00",37620,13.11,277.8,564.6,69.89,29.58,29.87,29.12,0.16,26.45,27.35,25.82,0.321,1.622,3.2,0,0.753,118.4,874.2382,0
"2022-02-06 17:20:00",37621,13.04,234.5,521.9,62.65,29.26,29.43,29.09,0.067,26.78,27.08,26.4,0.133,1.19,2.45,0,0.66,93.9,874.1812,0
"2022-02-06 17:30:00",37622,12.98,193.4,469.9,55.91,28.84,29.29,28.47,0.26,27.55,28.45,26.74,0.418,1.075,3.2,0,0.742,76.5,874.3628,0
"2022-02-06 17:40:00",37623,12.93,154.4,416.6,49.41,29.15,29.53,28.61,0.269,27.75,28.04,27.39,0.145,0.495,2.45,0,0.611,340.5,874.2683,0
"2022-02-06 17:50:00",37624,12.9,116.6,350.6,41.71,29.23,29.53,28.88,0.154,28.22,28.96,27.56,0.291,0.748,2.45,0,0.688,60.32,874.2535,0
"2022-02-06 18:00:00",37625,12.89,83.2,269.2,34.06,28.73,29.16,28.24,0.254,28.91,29.4,28.21,0.258,2.061,3.95,0,0.912,166,874.5755,0
"2022-02-06 18:10:00",37626,12.88,30.68,13,23.11,27.89,28.37,27.56,0.215,29.81,30.42,29.16,0.277,1.775,3.2,0.95,0.521,153.3,874.4509,0
"2022-02-06 18:20:00",37627,12.87,14.75,0.173,11.84,27.44,27.73,27.12,0.139,31.04,31.85,30.25,0.406,1.111,2.45,0,0.6,164.6,874.3107,0
"2022-02-06 18:30:00",37628,12.86,6.301,0.146,4.445,26.97,27.32,26.64,0.138,32.29,32.88,31.41,0.33,1.005,2.45,0,0.519,172.7,874.3168,0
"2022-02-06 18:40:00",37629,12.85,0.577,0,0.148,26.62,26.81,26.47,0.066,32.86,33.18,32.57,0.136,0.265,1.7,0,0.431,144.5,874.6085,0
"2022-02-06 18:50:00",37630,12.85,0,0,0,26.47,26.64,26.27,0.081,33.31,33.94,32.77,0.263,0.003,0.95,0,0.055,161.1,874.239,0
